	id	label	tweet
24012	24013	1	jeff sessions tries   delete decades    
24024	24025	1	despite   demoralizing  may   newyear       classism free   saga positive newyearseve
24026	24027	1	 after  yrs   endless lies contempt      left activist   realize   clarity he never came clean wus 
24027	24028	1	  special message           land either  trump  trumpsamerica day 
24062	24063	1	   were entering   trumpdarkzone trump  myoneresolution rockineve sexpredator sexualassult 
24094	24095	1	    mtv   against whitepeople ccot   via 
24123	24124	1	   comments   reflections   ignorance      endofcivilization  
24142	24143	1	 allahsoil   should never equate culture   exclusive geographic boundaries      emiratis
24150	24151	1	msnbc  amjoy joe biden       thank trump   unmasking americas  
24164	24165	1	     arabs     islamofascist arabs 
24175	24176	1	those replies     dead tho  
24176	24177	1	    send       trump inauguration join today 
24178	24179	1	sea shepherd suppoers   racist   antiracism seashepherd  
24185	24186	1	these kind   people need     erased   eahs surface   
24191	24192	1	      denial resistance   normalizing hatred    nofascist
24192	24193	1	let      newyear   america chops   obesity knocks    amp prejudice pridemake   better amp enjoyable lifestyle
24201	24202	1	   hispanic amp   like      stomping     listen  retweet boricua 
24212	24213	1	 racism amp fascism     get   ratings aampe  people   resist  every time 
24232	24233	1	watch    janeelliot blueeyesbrowneyes 
24245	24246	1	 jokes about women penis humping girl
24277	24278	1	      special kind   stupid liberals   no basis   reality     history  must      
24297	24298	1	whats   matter   noh carolina   progressive   reactionary  fascism  lgbt
24315	24316	1	    bet      hc   white he would     fired years ago   facts
24318	24319	1	   might     libtard   libtard  sjw liberal politics 
24342	24343	1	  always   white christmas     household  onlywhitechristmas
24344	24345	1	koreans amp joseon people   japan   abuse      claims   own rights   rough demo  algona
24347	24348	1	  bluntly  tweet cologne police  announces racial profiling   main station wow 
24352	24353	1	 stop trying            even happening airingofthegrievances 
24388	24389	1	    vote      animal trumps america no fat chicks  
24395	24396	1	 absurd   comments   reflections   ignorance   
24443	24444	1	dumbest most  video    whiteguys mtv  via   
24449	24450	1	 birmingham friends   miss   special lecture   bonhoeffer   racism   bonhoeffer expe  
24455	24456	1	        sleep   night       terrible person   sir represent everything  wrong     country gfy 
24458	24459	1	   might     libtard   libtard  sjw liberal politics 
24532	24533	1	sea shepherd suppoers   racist   antiracism seashepherd  
24543	24544	1	techjunkiejhthe daily show unpacks  against blackwomen   asianmen   datingapps  
24566	24567	1	rebellion     uk     dontbuythesun amp   those rags   only spread tories propaganda fear hatred 
24570	24571	1	 arise sir mo farah       country   islamophobic  immigrant hating chumps 
24574	24575	1	  everyday response     
24602	24603	1	 michelle obama ape   heels case       beginning donaldtrump  america   
24605	24606	1	 thats    liberals
24608	24609	1	  gotta hand        keeping   pretty darn cool     face     blatant  
24623	24624	1	 go     anti  meds
24624	24625	1	 trumpusa   they call us   homophobic misogynist they   really saying they   jealous   us   
24642	24643	1	    mad about      interracial couple tweet go fuck yourself republicantrash  cracker whitepeople
24645	24646	1	he must think people   really stupid otherwise   would he lie   blatantly  should neve   tolerate 
24650	24651	1	presidenttrump hopefully     stop funding    apaheid terrorist illegal state   israel     them pay back billion
24715	24716	1	  coming      powerhungrytraitors   hereticfoundation
24720	24721	1	bama alabama     most  st     south         those ncaa dollars roll     keep silent   
24765	24766	1	  no problem   universities   teach against      wrong   teach     whites    
24767	24768	1	 porn vids web free sex 
24771	24772	1	japan abe govt oppress freedomofspeech   hatespeech     nytimes guardian humanrightswatch iamnotabe anonymous rsf afp
24775	24776	1	  reality       tech industry       regularass people tech discrimination  
24792	24793	1	 brutality rules new year   manus  close manus auspol australia  refugeeswelcome noborders
24794	24795	1	ku klux klan originally   arm     southern democratic pay   terrorize freed slaves   republicans   sympathized   them 
24807	24808	1	  latest   african american turmoil  thanks      blacktwitter 
24840	24841	1	 trumpusa they call     homophobic misogynist  jealousy loser         go    they go   
24855	24856	1	cuomo paladinos  ugly comments     obamas embarrass new yorkers 
24857	24858	1	   hispanic amp   like      stomping     listen  retweet boricua 
24878	24879	1	    stop    annoying
24901	24902	1	free porn thailand  white girl   sex   black guy 
24902	24903	1	sexism may   harmful   mens mental healthmen  woman  
24904	24905	1	 powerful women work   trump   racist sexist    never bash trump again  
24906	24907	1	  black amp   like      stomping     listen  retweet tampa miami 
24917	24918	1	realhousewives star sheree alleges her neighbors    over pay permit  rhoa 
24918	24919	1	sea shepherd suppoers   racist   antiracism seashepherd 
24928	24929	1	  storyville  forever pure  football      jerusalem      
24930	24931	1	   might     libtard   libtard  sjw liberal politics 
24933	24934	1	sex postion picture  white girl   sex   black guy 
24944	24945	1	     hispanic amp   like      stomping    listen  retweet boricua 
24950	24951	1	watching white water 
24969	24970	1	obama   trump     american people fk   before he leaves         anything   
24970	24971	1	crooked hillary clinton hates black people  hillary clinton black 
24981	24982	1	word factory race denial prevents healing southafrica leadership transformation inequality   
25006	25007	1	      those   answer  replies     youtube commentsyou       repeat       know       angry goodluck
25008	25009	1	    iconic brand being associated     trump brand   tarnishing   reputation 
25019	25020	1	michelle obama ape   heels case       beginning donaldtrump  america   
25022	25023	1	 no     supposed     quiet   look pretty 
25046	25047	1	tell   jeffery beauregard    quit foolin around   come pick     hood amp sheets   saturda 
25053	25054	1	 imagine      finally ashamed enough     past   try   hide    misogynist homophobe 
25074	25075	1	  unappetizing scam   women   need   throw off    shackles   salad  food foodie  
25077	25078	1	     world     man took   dive like   people would       fixed     rondarousey     woman     expected
25078	25079	1	   guy     racist full   ignorance   hatred bigot  ignorant
25086	25087	1	    he heard   messiah since  amp decided he         go   hell zionists     jews  hebrews
25111	25112	1	 americans suppo these  zionist occupiers lets hope america wakes       plight     palestinians 
25113	25114	1	history   forget   barack obama   treated      via   corruption
25144	25145	1	 allahsoil bernanke bailed out wall street   dumping  billion into   largest banks  
25150	25151	1	 allahsoil   cold war   fought over oil    teambts teamsuperjunior  
25156	25157	1	 pres     emperor sans clothes  neveoolate   stop hate  misogyny 
25196	25197	1	     answer relates     studying   hate groups kkk         think   struggles relevant 
25229	25230	1	outrageous racism   rother dc hope   families sue  failing   follow advice     life guard amp causing     
25232	25233	1	   go girl maga 
25259	25260	1	  pueorico environmental injustice    inflame protests over coal ash   ty 
25272	25273	1	 watch one us marine fearlessly     violent angry  mob   propalestine protesters  
25273	25274	1	 please reconsider       stand     glitter   new york after jan    misogyny  rape adultery incest hate
25290	25291	1	 racism stuffed into skinny jeans     hipster combover       bad   racism shrouded     white hood altright  
25298	25299	1	    rapists     same advice women     rapeculture
25319	25320	1	   might     libtard   libtard  sjw liberal politics 
25335	25336	1	   worked     worst congress   history  republicans
25384	25385	1	      racist 
25431	25432	1	 louisville kentucky woman goes    rant   jcpenny   exposeracism ignorance 
25435	25436	1	  please repo   guy openly racist   reprehensible  whitesupremacist repo trump depl
25436	25437	1	 pay   rich white  snobs  via  tcot tpc trump 
25442	25443	1	 allahsoil     people originally meant     white landholding males       
25476	25477	1	bama total hypocrites   cheer like hell   remain silent     confederateflag amp  stance   
25494	25495	1	      id checked     police zero times    months   course   discrepancy   nothing         wh 
25496	25497	1	racist troll ale     great state   kentucky  listen   last thurs crabs  comedy politics election 
25501	25502	1	sea shepherd suppoers   racist   antiracism seashepherd 
25508	25509	1	      these experiences   europe     american    alive   unwell
25514	25515	1	  gop cons   voted   nazi fascist dictator trump     scared little bullies   
25515	25516	1	  carlpalidino   vomit   monster truckload   shit about   usa firstfamily   they   jail him   hatecrime   pigs
25518	25519	1	      racism could fuel   power needed   light everyones christmas lights     uk leejasper 
25521	25522	1	 no convo       stop indigenous deaths means anything unless   stas       face into epidemic  against atsi
25524	25525	1	   true 
25528	25529	1	top stories     featuring    christmas 
25545	25546	1	 travelled   canucks game sad   disappointed   oiler fans    sad     cheer     own team   
25559	25560	1	    reason    story   snapchat seems always geared towards women 
25560	25561	1	ouch woow   sexy      
25569	25570	1	  together   christmas pls  amp follow  national day   action    feb against  amp   
25570	25571	1	      white nationalist movements favorite russian philosopher aleksandr dugin  
25578	25579	1	sikh temple vandalised     calgary wso condemns  act  
25589	25590	1	plz sign  japan  bullying tweettaiji 
25598	25599	1	  forgot russia since   betrayed     trump       never happened    putin   soon slit   throat 
25616	25617	1	    black amp   like          listen  retweet tampa miami newyork 
25620	25621	1	    comes     taxwriteoff   four whitenationalist groups   given nonprofitstatus   
25629	25630	1	        
25638	25639	1	 stlouis still needs help  thinks hes survived   need   get him out   office asap ferguson 
25647	25648	1	thought factory leftright polarisation trump uselections leadership politics  brexit blm  
25653	25654	1	        suspend   funding   us gov until  sexualpredator resigns
25664	25665	1	hot lesbian having sex  office woman 
25667	25668	1	 paul beloy    still   issue   varying levels   belgian football   
25676	25677	1	 video    hateful  liberals america     enough     crap  
25680	25681	1	again  looks like   damned fool    years   usa   openly opposed settlement buliding   israel  
25735	25736	1	 antics   purposedly used   liberals   divide us wakeupamericaca 
25742	25743	1	   blacks   blacks blacks facepalm smh 
25751	25752	1	     truly sad         working class men resent being offered help     woman evolution still         
25763	25764	1	  legacy       crony vote passes calling      resign   get   boot 
25782	25783	1	     stop     homophobe etc labeling    suppo trump       none     above  minutes wtf
25812	25813	1	  someone says       racist     
25863	25864	1	 everyone ask    they endorse   blatant      
25873	25874	1	           listen     woman   goes   church   kills thousands fascist  brexit  
25894	25895	1	   thats            being   australian doing shitty things  
25916	25917	1	book  german colonialism     global age  ht  imperialism blm  
25917	25918	1	   might     libtard   libtard  sjw liberal politics 
25931	25932	1	josephjett       advocate   kumbaya world like antisemitism  should motivate us     single purpose  intellectual compet
25940	25941	1	 allahsoil wwi amp wwii were   waged over oil       teambts teamsuperjunior  
25957	25958	1	     charge    yur own products   outside   usa   tell  hypocrisy trumplies bigot nazi 
26005	26006	1	     arabs     them preying   poor slavelabor 
26012	26013	1	  latest post   masses    kinda monster  democracy 
26015	26016	1	new  paladino loving eggs like   shit head   out bitching about obama block early block often  spam
26040	26041	1	  interterrestrial scifi sciencefiction   kindleunlimited   cents   january  kindle 
26077	26078	1	 anc   complained     pap     white according     affirmativeaction bee quotas  law 
26100	26101	1	     entering   new age      repoer reflects     hate crime beat 
26108	26109	1	    black amp   like      stomping    listen  retweet tampa miami 
26110	26111	1	  despise    antiamerican muslimpos  amp everything he stands   trying   destroy   usa 
26144	26145	1	    white people expats     rest   immigrants   
26163	26164	1	    black amp   like      stomping       retweet tampa miami 
26203	26204	1	  respect concept   thrown out     window   skinheads white supremacists amp kkk heeded 
26208	26209	1	blackface prostitutes hatespeech   brief history     mummersparade behaving badly  xenophobia  
26212	26213	1	rapeculture rape patriarchy  oprollredroll steubenville anonymous  malikrichmond trentmays 
26227	26228	1	trumps hair   no mystery amp he may      hes   averse   appropriating   few tips   black women  
26239	26240	1	 allahsoil     market crashed   march  greenspan cut interest rates even      
26240	26241	1	  liz treacy  condone excouncillor mark hacketts islamophobia      
26249	26250	1	hows stuff like   still happening     st century       point     civil rights movement   people 
26252	26253	1	 tackling systemic racism     biases through empathy read    sdgs  edchat 
26260	26261	1	 naked woman mo fo sex
26273	26274	1	people   protesting trump     republican wonthey       trump   fuhered  amp 
26282	26283	1	 dear media   someone   born   they       call australians even   they   shitty things  whitepriv
26284	26285	1	     one   those proudtobeanamerican moments   hannity  responds    semiretarded  
26308	26309	1	retweeted baycat   msg   hope   newyear   business   end  endof tedtalks tedatibm 
26319	26320	1	    dad        assume gender  
26326	26327	1	 empowerment      trump   absolutely scary   cud slip   dangerous levels look  legislative attacks   
26333	26334	1	  might     libtard   libtard  sjw liberal politics 
26368	26369	1	   well    staywoke  
26391	26392	1	great tedtalks      storytelling    nye 
26405	26406	1	  love   dude  
26411	26412	1	       trump suppoers gonna make america great again       hate     hea
26436	26437	1	   might     libtard   libtard  sjw liberal politics 
26447	26448	1	advanced value chain videos     valuechain 
26450	26451	1	 allahsoil enlightenment   wasted     wilfully blind        emiratis inwords
26531	26532	1	 whitepeople    cou no media coverage   wp were victims   feared     lives   probation blackperson   
26537	26538	1	 theres never any room        school board   kids   these schools        future
26560	26561	1	neogaf today another  attack   japanese   chinese claims       racist  
26580	26581	1	 pmet uk youth parliament   democracy amp  listen     free app 
26602	26603	1	     joined   pizza pay were talking pizzagate starwarsrogueone    altright    
26606	26607	1	she   get far cbb model axed  already 
26618	26619	1	obamajarretts   agenda     destroy everything good about   country   inflict even bit   hate 
26627	26628	1	      takin   piss     
26637	26638	1	perfect timing     tweet  staup  
26663	26664	1	    hispanic amp   like           listen  retweet boricua miami 
26670	26671	1	    truly sad         working class men resent being offered help     woman evolution still         
26681	26682	1	wtf      racism    would he   done same     white mother proof         group     
26696	26697	1	     should know about environmental    
26697	26698	1	nothing humorous about   jibes   arrogant   trump official paladino under fire over crude obama remarks  
26704	26705	1	   might     libtard   libtard  sjw liberal politics 
26723	26724	1	once   dick always   dick   corrupttrump sexoffender  notmyprez taxevader 
26759	26760	1	seriously   believe      trump ally wishes mad cow disease death   obama  cnn crazy   
26780	26781	1	 allahsoil islamic extremism kills tens   thousands   people every year    teambts
26802	26803	1	 funny    get rid      stammendment   many distractions   lousy qb   next year probab
26808	26809	1	thank     santa       best christmas present   cdnpoli abpoli yyc yeg canada ottawa  
26814	26815	1	trump ally carl paladino slammed    wish list   obamas  nbc news 
26843	26844	1	    own team     new mc  amp show   phillysuppophilly amp combat  
26846	26847	1	  latest      thanks    culturesways 
26851	26852	1	 cover reveal  swiftly sharpens   fang  radicalisation amp revenge  
26853	26854	1	btw fuck blm   fuck   bitch     real  any simpleton   figure   one out 
26859	26860	1	 they     anc  laws against whites protects blacks   southafrica affirmativeaction 
26874	26875	1	rise   today   out  stories   police brutality      
26908	26909	1	 come     wake   eff   usa     craziness       stem      hatred   obama    seems like 
26946	26947	1	racism     front   center   trumpworld these kkk folk     out     open kkk trumpworld  
26973	26974	1	   should   person   rehired  shame   claycountydevelopmentcorp pamelaramseytaylor 
26976	26977	1	hard   think      still   much prevalent     many societies       white rest assured disc 
27003	27004	1	   genealogy    xenophobia papalbull colonisation slavery  enlightenment polygeny pseudoscience 
27005	27006	1	   bill     fucking communist antiamerican unpatriotic  disgrace      ass   russia
27026	27027	1	 last  retro christmasadve       year   whilst     love   good bit   tupperwear         
27032	27033	1	   deeper look 
27045	27046	1	highlights samwu fights against    various municipalities       naboomspruit area
27054	27055	1	scientists   against    only     child   less    months old  
27111	27112	1	  definitive history   racist ideas should   required reading  ushistory afamhist 
27121	27122	1	      girl       boy       gender neutral teenager  
27122	27123	1	sex videos   chinese  against women     workplace 
27133	27134	1	   stop crying bhakt bhakt       cornered   no rational answer   offer trust   read   book     
27140	27141	1	approx  million voted     tinyfingeredpuppet   over  million voted against him he   no mandate amp con 
27177	27178	1	alapoet    pisses   off like   pisses   off heres something   oughta know   guys   racist  
27189	27190	1	given   nazis looked   jim crow   inspiration     especially true regarding     expect   
27212	27213	1	 sad   people   they     treat others like scum         religion race sexuality ect jcpenney  
27225	27226	1	mma fans losses   matter   great mma fans about rhonda rousey shes lost twice she   trash  doublestandards
27229	27230	1	 look     latest tweet   conman  doesnt   unity     bigot  conman 
27244	27245	1	   terming ppl   bhakt   they denounce terrorism   anti national acts shows   sense   reason never mi 
27256	27257	1	   careful using   term about    other    once   tweet   they   almost 
27257	27258	1	   about black tea  
27274	27275	1	 mmusimaimane      coward   suggests   only white people   southafrica       da 
27298	27299	1	   black amp   like      stomping     listen  retweet tampa miami 
27313	27314	1	     biherism amp   must keep   black president   check
27333	27334	1	damning video racist hillary says      only talk   white people  hillary 
27365	27366	1	 imwithher blacklivesmatter  bigot xenophobia socialjustice notmypresident amp any other stupid lib word  wo
27380	27381	1	      pa      mil   rejected putinschoice boycott   business  amp hatred must   stoppe 
27387	27388	1	  fine ill boycott   
27403	27404	1	 office woman porn blue tube 
27417	27418	1	       mixed   native american spanish irish     call    
27425	27426	1	  animation   rima regas blog 
27477	27478	1	 blackface prostitutes hatespeech   brief history     mummersparade behaving badly  xenophobia  
27479	27480	1	thank     power   social media    aande 
27489	27490	1	israeli regime   roots   racism  gaza palestine israel bds 
27492	27493	1	advanced value chain videos     valuechain 
27505	27506	1	hrs passed amp   still   angry about      coherently talk about   
27516	27517	1	     hate   putinspuppet loves attention   january 
27518	27519	1	  good man   woman   measured   stable relationships   opposite sex   money parenting homosex  cliches   semantics 
27520	27521	1	    hispanic amp   like      stomping     listen  retweet boricua miami newyork losangeles
27536	27537	1	sikh temple vandalised     calgary wso condemns  act  
27541	27542	1	    hispanic amp   like      stomping    listen  retweet boricua 
27542	27543	1	 trump new york cochair makes racist gorilla remark about michelle obama lt   total tool fucking moron  ht
27550	27551	1	  probably       closeted  whod     posing wa black man     ago  nuff  
27556	27557	1	keep     opposition     endthenation
27573	27574	1	     fakenews       must   good
27577	27578	1	   might     libtard   libtard  sjw liberal politics 
27593	27594	1	 excellent idea dig deep amp hang em high treason aidingenemies fraud coverups benghazi extoion  
27625	27626	1	        call            helping   spread   word since         balls       yourself
27632	27633	1	    defunding aboion   sending       inauguration  
27638	27639	1	       buy   dl     book    after   deal   whitenationalist miloyiannopoulos  wh
27657	27658	1	   analysis    amp blacklivesmatter   totally out   touch amp     represent   spirit   islam ris
27663	27664	1	    nose perfumer sparks  furore  
27666	27667	1	haha wow         using   nword amp   equivalent       arabic abd   means slave 
27702	27703	1	thought factory leftright polarisation trump uselections leadership politics  brexit blm  
27707	27708	1	todays  donkey zionazi     proud   murdering real palestinian semitic children  thats     call 
27710	27711	1	    buddhist burmese    nothing       buddhism period rohingyas
27715	27716	1	  latest eco news     day  thanks     indigenous
27722	27723	1	 irony butthucreepers  sexism aicle   they think   prorapist       misogynists malevote htt
27726	27727	1	   black amp   like      stomping     listen  retweet tampa miami 
27735	27736	1	 allahsoil   war   violent except perhaps   thailand         teambts 
27747	27748	1	     done threatening   coworker   give   money   he says black male   illegal smh  really
27750	27751	1	transsexy naked  boob 
27757	27758	1	   might     libtard   libtard  sjw liberal politics 
27845	27846	1	hows mars bar    charging guys    entry   girls      like modern sexism  shame charges unfair
27854	27855	1	 naked fat girls russian sexy girls dating
27858	27859	1	  nobdy    kiss lying conaist   homophobic islamaphobic russianhack nomandate traitor
27875	27876	1	  mummersparade       dna     largelyunrepentant  affair     no business existing 
27895	27896	1	  message   hope   newyear building   business   end  storytelling endof tedtalks tedatibm 
27900	27901	1	  might     libtard   libtard  sjw liberal politics 
27902	27903	1	hot off   press   nikita news   out  bestoftheweek 
27947	27948	1	 allahsoil stones   humans   different     gravity theres no difference   
27983	27984	1	 destroyed   one minute janeelliot   
27986	27987	1	 feminismiscancer feminismisterrorism feminismmuktbharat    malevote   ignored  
27989	27990	1	mother daughter blowjob  white girl   sex   black guy 
28050	28051	1	     btw gandhi        india  adores him witho
28080	28081	1	 impoant message     publicserviceannouncement psa inspirechange embraceyourself bedifferent dream 
28092	28093	1	anothr bloated  jerodtwin colluder angrygaymafia koolaid guzzling hasbeen failure flushed 
28111	28112	1	 allahsoil   simplistic worldview exists today      second soundbite      emiratis
28142	28143	1	  liz treacy  condone excouncillor mark hacketts islamophobia      
28151	28152	1	 donald   putins butt buddy     commie 
28152	28153	1	 precisely     deplorables       arms   
28159	28160	1	 mmusimaimane      towards whites   zuma   malema combined da southafrica  
28186	28187	1	only   whitesupremacist like  could merge images like   without understanding   racist impact     effect 
28210	28211	1	book  german colonialism     global age  ht  imperialism blm  
28240	28241	1	  might     libtard   libtard  sjw liberal politics 
28242	28243	1	    th amendment  blm discussed   thanks     
28266	28267	1	 assholes like   should shut   every rape     prevented     victory   humanity       sh 
28286	28287	1	sea shepherd suppoers   racist   antiracism seashepherd 
28294	28295	1	 newyear wish list    cretin carlpaladinoelection cochairman   presidentelect trump   mrampmrs 
28295	28296	1	 allahsoil   build walls       already   many other obstacles   overcome   
28315	28316	1	conormcgregor runs   mouth endlessly like rondarousey     lost     ppl only   glee   her losing  perhaps
28316	28317	1	    many   us   obamas policies repugnant     make us    liberal racecard   exhausted
28330	28331	1	     time   realized   weve done  hate exploitation read americas history 
28345	28346	1	    must   heabreaking   blacks within      theyre helpless against
28352	28353	1	verified shocking video   myanmar police touring rohingya civilians   shot   koetankauk   nov   
28386	28387	1	 milo yiannopoulosis   hate mongering   ill never buy another book   nazi ss   tossing any         bin
28390	28391	1	jews christians   muslims   believe   good   prevail   emiratis 
28391	28392	1	 racist attack   three muslim women   hull city centre      info   muslims 
28393	28394	1	 names   women best nude blonde teenagers 
28403	28404	1	     never mentioned race nor could   care     bitch called   david duke   imo shes   
28406	28407	1	   preordered     sounds   really great book 
28414	28415	1	     white people expats     rest   us   immigrants   classism imperialsm
28434	28435	1	jeffsessions omits decades   records     ag confirmation hearing   no surprise      weasel
28435	28436	1	princess eugenie caught     racism row over white actors playing chinese pas  
28440	28441	1	goodonedean  metoo lol  trumpism   putinism  donaldtrump     traitor committed treason 
28448	28449	1	 next     police vehicle   anc    hang   poster   sing kill   whites   nothing happens   him 
28449	28450	1	mark levin reveals missing history      democratic pay    via 
28451	28452	1	   uks increased   gb politicians   impo immigrants    infidel childabuse cultures   coffee backhanders
28465	28466	1	 misogony        spectrum     voted             
28475	28476	1	  sea shepherd suppoers   racist   antiracism seashepherd
28500	28501	1	 feminismiscancer feminismisterrorism feminismmuktbharat    malevote   ignored  
28508	28509	1	 allahsoil islamophobia only serves   empower   extremists     emiratis inwords 
28527	28528	1	 kevin macdonald  ethnocentrism   normal   rational     race ethnocentrism 
28530	28531	1	         kind   tweet       company rep sending out  
28558	28559	1	trump newyork cochair  gorilla comment about michelleobama damn asians  draintheswamp
28561	28562	1	please america  timwise lecture  colorblind  via  trendolizer  historicalamnesia
28605	28606	1	  history america true progress
28613	28614	1	  millennials think about   
28616	28617	1	  should     enough      no notmypres wtf neverump unpresidented bigot   
28633	28634	1	heres   ignorance amp  looks like   aint   swastikas amp burning crosses 
28665	28666	1	      sma     think   hate   white males   hate racism   sexism thats   grow   brain right wingers   
28687	28688	1	  crackers       little racist   mean   white   think   kkk should burn     
28727	28728	1	 trump   guilty   treason     theresistance must resist   hate  naked raygun treason 
28735	28736	1	   might     libtard   libtard  sjw liberal politics 
28737	28738	1	  might     libtard   libtard  sjw liberal politics 
28795	28796	1	were also   upset   lost     won   any measure other      useless appendix   government tha 
28796	28797	1	finally action   catdjt theresistance  notmypresident impeachtrump 
28797	28798	1	 white supremacy       joke   agree   lying  wmn  get laid   woh joking about line   thought   
28801	28802	1	  live   nyc     see       ove racism     disappointed   see   much       twitter  must never   tolerated
28828	28829	1	   going       great year     wait till   happens  treason traitorump liar 
28829	28830	1	 video men   women   bed without clothes candid videos sexting
28833	28834	1	   unbelievable  aicle tip   never ok   tell someone they   procreate       
28864	28865	1	       relation yeah thats   right   see         same  
28877	28878	1	need   black page girl   shut   nomore page      well   homophobia page bringbackpage 
28897	28898	1	 lets      maga thanksjackasses packyourshitobama   trumptrain tcot 
28898	28899	1	 dearfellowwhitepeople    lets   realize          wear   white hood amp swastika tattoo       sa
28900	28901	1	       shopping    until they purge   trump products     they think canadians   
28907	28908	1	 video men   women   bed without clothes nude mother son sex
28911	28912	1	        run   thug  fool agitator out   stl   
28921	28922	1	    comments   reflections   ignorance      
28923	28924	1	word factory race denial prevents healing southafrica leadership transformation inequality   
28924	28925	1	 us ambassador says zionism   form    israelisettlements illegalisraelisettlements terrorism 
28936	28937	1	couldnt       any better nor truthfully  donny boy   theresistance traitor  
28947	28948	1	 stop legitimizing   using altright amp call them   they   neonazis   nazi doctrine incl ultranationalism 
28971	28972	1	  uk governments new antisemitism definition conflates racism   valid criticism   israel  open 
28990	28991	1	attack her chinguas lt 
29002	29003	1	 prank dad home slapcam black  waiting bastard offensive memes meme   offensivememes 
29003	29004	1	hes shown us over amp over   he   bigly believe him traitor fraud liar sociopath rapist  
29010	29011	1	 excellent analysis gtgt    backlash against refugees     real crisis   europe  apostolis fotiadis 
29048	29049	1	 spread   word amp join millions   national day   healing jan    trht  
29053	29054	1	fair amp lovely effect  
29065	29066	1	 feminismiscancer feminismisterrorism feminismmuktbharat    malevote   ignored  
29080	29081	1	fo woh pastors   officers acts   viral video arrests were racist  
29087	29088	1	 after being   victim      hatecrime     called   crcker     truly understand       like    
29092	29093	1	intolerant postbrexit britain history shows       better      hugh muir   hatecrime uk society
29102	29103	1	  business against     villy wang  tedinstitute  
29103	29104	1	  queue   basket   food shopping   guy says give us   smile think   response           look     face 
29112	29113	1	suspected henrico vandals mother   son     dec    pm et  
29136	29137	1	      women   defenders   they   
29156	29157	1	jokeoftheday pun         tornado   black people     common    only takes    ruin   neighborhood
29169	29170	1	   age gender   race should   define   capabilities      ageism
29173	29174	1	another  comment   social media idiot 
29189	29190	1	       ssnaddresshome network info   billing info     still     speak     husband  failure
29198	29199	1	    black amp   like      stomping    listen  retweet tampa miami 
29204	29205	1	 girls     world jgirl sex 
29229	29230	1	   obama amp biden     most antiwhite  president amp vp   history trump
29238	29239	1	   playground insults   always reflected family  society rhetoric   homosexuality   
29239	29240	1	wellthese sewer rats       cent   mei       watch footballbut nowi hate   
29262	29263	1	explain   actions netanyahu        claim discrimination         yourself   others  
29263	29264	1	  sniff out subtle  amp   ignorant     nano second even         underlying flippant comment towards someone else aware
29304	29305	1	   forgot small hands orange skin weird hair big teeth sociopath insanity misogynist  bigot 
29398	29399	1	yeah man fuck feminism 
29422	29423	1	buffalo school districts boots trump ally over racist comments birdsofafeather  resist   
29423	29424	1	  precrime   germany     places   they make them wear badges 
29460	29461	1	burbank california  cou rejects citys appeal    discrimination case against armenian policeman  usa
29463	29464	1	  diagram explains trumps response   orlando     rip theresistance resistance resist  maga
29595	29596	1	 us neonazis   antisemitic emboldened   trump win gop 
29599	29600	1	   campaign cochair answers   few questions trump  
29602	29603	1	southsudan provoking neighbours again   noise   scumbag   says  he         he   uncivilised  trash haters
29625	29626	1	 allahsoil many politicians claim   jihad     attack against humanity        teambts 
29630	29631	1	 racial differences   biological reality same   rottweilers vs  chihuahuas iqgt should understand 
29670	29671	1	black men   black women   stockholm syndrome   
29678	29679	1	  noticed   word      non black person     word nigger     black person yields almost   same reaction
29681	29682	1	 allahsoil     westerners   islamophobes    emiratis inwords 
29768	29769	1	  major kind      people   talking enough about  via  environmental justice
29803	29804	1	 thats    
29814	29815	1	       need   stop being racist     let   terrorists kill   sarcasm    trumptrain 
29819	29820	1	 mcconnell obstruction goes     way back     he discovered obama   black    
29869	29870	1	good afternoon sweety  send   letter   
29879	29880	1	    people originally meant     white landholding males       inwords 
29885	29886	1	  might     libtard   libtard  sjw liberal politics 
29887	29888	1	michelle obama       crack pipe    
29899	29900	1	meanwhile german police   also     distinguished   neo nazi scene anymore   terms   terminology nafris 
29906	29907	1	andysessions attorneygeneral    alabama trump staing   racewar     let him chaos fear weaponry 
29911	29912	1	stop trying            even happening airingofthegrievances 
29913	29914	1	 allahsoil bernanke bailed out wall street   dumping  billion into   largest banks  
29950	29951	1	anti racist white murdered   blacks   south africa whitegenocide southafrica   
29970	29971	1	    kind        expect   trump amrica
30009	30010	1	  yes     rude nasty behavior  brought out into main stream  nevermypresident 
30022	30023	1	  please explain   us   were bad  
30024	30025	1	hello     love        glad   see       
30032	30033	1	    hispanic amp  like      stomping     listen  retweet boricua miami 
30042	30043	1	beware    marketing tainting messages 
30057	30058	1	nude teen play    women   spo 
30066	30067	1	  black amp   like      stomping     listen  retweet tampa miami 
30074	30075	1	  bluntly  language cologne police    announces racial profiling   main station 
30079	30080	1	sikh temple vandalised     calgary wso condemns  act  
30080	30081	1	vestal newyork  pupil suing school district after alleged  classroom incident  usa
30133	30134	1	time   grabyourwallet  amp boycott    gives book deal    troll banned   twitter 
30134	30135	1	  blacks   blacks blacks facepalm smh 
30148	30149	1	wife crashes her own funeral horrifying her husband     ordered her killed community turns against her  
30163	30164	1	  math help defeat  math literacy adultedu    
30181	30182	1	  diversity officer states among other things killallwhitemen     shes   ethnic minority woman 
